name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link,x,y
Annapolis,Annapolis,1979/01/01,American colonial town (Maryland).,1.113860000000000,312.273199999999974,23.164400000000001,"Crater, craters",AA,Adopted by IAU,312.262900000000002,312.283399999999972,23.155000000000001,23.173800000000000,United States,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/281,-47.7268000,23.1644000
Cantoura,Cantoura,1988/01/01,Town in Venezuela.,51.590499999999999,308.283900000000017,14.838600000000000,"Crater, craters",AA,Adopted by IAU,307.834400000000016,308.733299999999986,14.505900000000000,15.172100000000000,Venezuela,South and Central America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/1009,-51.7161000,14.8386000
Cypress,Cypress,1976/01/01,"Town in Illinois, USA.",14.672200000000000,312.647199999999998,-47.280500000000004,"Crater, craters",AA,Adopted by IAU,312.490999999999985,312.803499999999985,-47.392299999999999,-47.168799999999997,United States,North America,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/1370,-47.3528000,-47.2805000
Tana Vallis,Tana Vallis,2013/03/05,River in Kenya.,56.512000000000000,332.113999999999976,4.777700000000000,"Vallis, valles",VA,Adopted by IAU,331.778900000000021,332.383100000000013,4.505800000000000,5.181400000000000,Kenya,Africa,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/15091,-27.8860000,4.7777000
Du Toit,Du Toit,1973/01/01,"Alexander L.; South African geologist (1878-1948).",81.816000000000003,310.403500000000008,-71.622500000000002,"Crater, craters",AA,Adopted by IAU,308.201000000000022,312.605900000000020,-72.316699999999997,-70.928200000000004,South Africa,Africa,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/1651,-49.5965000,-71.6225000
Aeria,Aeria,1958/01/01,"Greek name for Egypt; ""far land of mist"".",0.000000000000000,50.000000000000000,9.885000000000000,Albedo Feature,AL,Adopted by IAU,50.000000000000000,50.000000000000000,9.885000000000000,9.885000000000000,Greek,Europe,Syrtis Major,mc13,http://planetarynames.wr.usgs.gov/Feature/68,50.0000000,9.8850000
Aetheria,Aetheria,1958/01/01,"Upper world; land of living.",0.000000000000000,130.000000000000000,39.667200000000001,Albedo Feature,AL,Adopted by IAU,130.000000000000000,130.000000000000000,39.667200000000001,39.667200000000001,Greek,Europe,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/71,130.0000000,39.6672000
Aethiopis,Aethiopis,1958/01/01,Countries of the Ethiopians on southern edge of the Earth.,0.000000000000000,130.000000000000000,9.885000000000000,Albedo Feature,AL,Adopted by IAU,130.000000000000000,130.000000000000000,9.885000000000000,9.885000000000000,Greek,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/72,130.0000000,9.8850000
Diacria,Diacria,1958/01/01,"Highland area in northern Attica, Greece.",0.000000000000000,180.000000000000000,49.666600000000003,Albedo Feature,AL,Adopted by IAU,180.000000000000000,180.000000000000000,49.666600000000003,49.666600000000003,Greek,Europe,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/1522,180.0000000,49.6666000
Eberswalde,Eberswalde,2006/01/01,Town in Germany.,62.187399999999997,326.702900000000000,-23.975300000000001,"Crater, craters",AA,Adopted by IAU,326.194000000000017,327.210599999999999,-24.435500000000001,-23.516100000000002,Germany,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/1706,-33.2971000,-23.9753000
Evpatoriya,Evpatoriya,1979/01/01,Soviet tracking site (Soviet spelling used).,1.038590000000000,134.360999999999990,46.951799999999999,"Crater, craters",AA,Adopted by IAU,134.348199999999991,134.373799999999989,46.943100000000001,46.960599999999999,Soviet,Europe,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/1889,134.3610000,46.9518000
Gah,Gah,1976/01/01,Town in Indonesia.,2.778790000000000,327.362399999999980,-44.694099999999999,"Crater, craters",AA,Adopted by IAU,327.329499999999996,327.395399999999995,-44.717599999999997,-44.670699999999997,Indonesia,Asia,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2056,-32.6376000,-44.6941000
Nepenthes,Nepenthes,1958/01/01,Egyptian drug of forgetfulness.,0.000000000000000,100.000000000000000,19.783600000000000,Albedo Feature,AL,Adopted by IAU,100.000000000000000,100.000000000000000,19.783600000000000,19.783600000000000,Greek,Europe,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/4206,100.0000000,19.7836000
Goldstone,Goldstone,1979/01/01,American tracking site.,1.026840000000000,134.580600000000004,47.768599999999999,"Crater, craters",AA,Adopted by IAU,134.567700000000002,134.593500000000006,47.759900000000002,47.777200000000001,American,North America,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2211,134.5806000,47.7686000
Lucaya,Lucaya,2013/01/30,Town in the Commonwealth of the Bahamas.,34.212000000000003,51.909399999999998,-11.554200000000000,"Crater, craters",AA,Adopted by IAU,51.613199999999999,52.205700000000000,-11.842700000000001,-11.265700000000001,Commonwealth of the Bahamas,North America,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/15087,51.9094000,-11.5542000
Groves,Groves,1976/01/01,"Town in Texas, USA.",10.270600000000000,315.449200000000019,-4.063400000000000,"Crater, craters",AA,Adopted by IAU,315.362300000000005,315.536000000000001,-4.150100000000000,-3.976800000000000,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2260,-44.5508000,-4.0634000
Hamaguir,Hamaguir,1979/01/01,Algerian launch site.,0.820980000000000,132.512499999999989,48.678600000000003,"Crater, craters",AA,Adopted by IAU,132.502000000000010,132.522899999999993,48.671700000000001,48.685499999999998,Algeria,Africa,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2337,132.5125000,48.6786000
Hsūanch'eng,Hsuanch eng,1979/01/01,Chinese launch site.,1.989800000000000,132.688700000000011,46.720500000000001,"Crater, craters",AA,Adopted by IAU,132.664299999999997,132.713200000000001,46.703800000000001,46.737299999999998,China,Asia,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2568,132.6887000,46.7205000
Argyre,Argyre,1958/01/01,"""Silver"" Island at mouth of Ganges River; present-day Arakan, Burma.",0.000000000000000,335.000000000000000,-44.661799999999999,Albedo Feature,AL,Adopted by IAU,335.000000000000000,335.000000000000000,-44.661799999999999,-44.661799999999999,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/369,-25.0000000,-44.6618000
Edom,Edom,1958/01/01,"Biblical country of Edomites, south of Judea.",0.000000000000000,15.000000000000000,0.000000000000000,Albedo Feature,AL,Adopted by IAU,15.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,Hebrew,Asia,,,http://planetarynames.wr.usgs.gov/Feature/1725,15.0000000,0.0000000
Inta,Inta,1976/01/01,Town in Russia.,16.120200000000001,334.894999999999982,-24.355000000000000,"Crater, craters",AA,Adopted by IAU,334.745799999999974,335.044300000000021,-24.491000000000000,-24.219000000000001,Russia,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2701,-25.1050000,-24.3550000
Aeolis,Aeolis,1958/01/01,Floating island where winds were kept in a cave.,0.000000000000000,145.000000000000000,-4.941600000000000,Albedo Feature,AL,Adopted by IAU,145.000000000000000,145.000000000000000,-4.941600000000000,-4.941600000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/65,145.0000000,-4.9416000
Johannesburg,Johannesburg,1979/01/01,Republic of South Africa tracking site.,1.216460000000000,133.186800000000005,47.921799999999998,"Crater, craters",AA,Adopted by IAU,133.171500000000009,133.202100000000002,47.911499999999997,47.932099999999998,South Africa,Africa,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2835,133.1868000,47.9218000
Arcadia,Arcadia,1958/01/01,Mountainous region in southern Greece.,0.000000000000000,260.000000000000000,44.661799999999999,Albedo Feature,AL,Adopted by IAU,260.000000000000000,260.000000000000000,44.661799999999999,44.661799999999999,Greek,Europe,Arcadia,mc03,http://planetarynames.wr.usgs.gov/Feature/346,-100.0000000,44.6618000
Kagoshima,Kagoshima,1979/01/01,Japanese launch site.,1.319880000000000,135.729299999999995,47.318899999999999,"Crater, craters",AA,Adopted by IAU,135.712899999999991,135.745699999999999,47.307800000000000,47.329999999999998,Japan,Asia,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2884,135.7293000,47.3189000
Kaliningrad,Kaliningrad,1979/01/01,Soviet mission control site.,1.467650000000000,134.962799999999987,48.474400000000003,"Crater, craters",AA,Adopted by IAU,134.944099999999992,134.981500000000011,48.462100000000000,48.486800000000002,Soviet,Europe,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2898,134.9628000,48.4744000
Kingston,Kingston,1979/01/01,Jamaican port.,1.515940000000000,312.964299999999980,22.107099999999999,"Crater, craters",AA,Adopted by IAU,312.950499999999977,312.978099999999984,22.094400000000000,22.119900000000001,Jamaica,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/3039,-47.0357000,22.1071000
La Paz,La Paz,1979/01/01,Mexican port.,1.390400000000000,310.970500000000015,21.049499999999998,"Crater, craters",AA,Adopted by IAU,310.957899999999995,310.983000000000004,21.037800000000001,21.061199999999999,Mexico,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/3188,-49.0295000,21.0495000
Liais,Liais,1973/01/01,"Emmanuel; French astronomer (1826-1900).",122.780000000000001,106.929299999999998,-75.304400000000001,"Crater, craters",AA,Adopted by IAU,102.819699999999997,111.039100000000005,-76.346199999999996,-74.262600000000006,France,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/3382,106.9293000,-75.3044000
Lisboa,Lisboa,1979/01/01,Portuguese port.,1.167070000000000,312.414899999999989,21.242999999999999,"Crater, craters",AA,Adopted by IAU,312.404400000000010,312.425500000000000,21.233200000000000,21.252900000000000,Portugal,Europe,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/3422,-47.5851000,21.2430000
Manah,Manah,1976/01/01,Town in Oman.,9.902100000000001,326.390499999999975,-4.658900000000000,"Crater, craters",AA,Adopted by IAU,326.306699999999978,326.474300000000028,-4.742400000000000,-4.575400000000000,Oman,Asia,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/3621,-33.6095000,-4.6589000
Kontum,Kontum,2006/09/14,Town in Vietnam.,22.258400000000002,292.929800000000000,-32.036200000000001,"Crater, craters",AA,Adopted by IAU,292.714200000000005,293.157199999999989,-32.224499999999999,-31.849000000000000,Vietnam,Asia,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/14195,-67.0702000,-32.0362000
Aonium Sinus,Aonium Sinus,1958/01/01,"Named for Aonides, or Muses.",0.000000000000000,255.000000000000000,-44.661799999999999,Albedo Feature,AL,Adopted by IAU,255.000000000000000,255.000000000000000,-44.661799999999999,-44.661799999999999,Latin,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/312,-105.0000000,-44.6618000
Arabia,Arabia,1958/01/01,Country bordering on Aeria (Egypt).,0.000000000000000,30.000000000000000,19.783600000000000,Albedo Feature,AL,Adopted by IAU,30.000000000000000,30.000000000000000,19.783600000000000,19.783600000000000,Latin,Europe,Arabia,mc12,http://planetarynames.wr.usgs.gov/Feature/335,30.0000000,19.7836000
Lismore,Lismore,2006/09/14,Town in Ireland.,9.341040000000000,318.353400000000022,27.042400000000001,"Crater, craters",AA,Adopted by IAU,318.266599999999983,318.443600000000004,26.963999999999999,27.121600000000001,Ireland,Europe,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14196,-41.6466000,27.0424000
Arnon,Arnon,1958/01/01,"Classical name for present El-Mojib River, Jordan.",0.000000000000000,25.000000000000000,47.663400000000003,Albedo Feature,AL,Adopted by IAU,25.000000000000000,25.000000000000000,47.663400000000003,47.663400000000003,Greek,Europe,Ismenius Lacus,mc05,http://planetarynames.wr.usgs.gov/Feature/388,25.0000000,47.6634000
Makhambet,Makhambet,2006/09/14,Town in Kazakhstan.,15.850600000000000,319.526599999999974,28.429400000000001,"Crater, craters",AA,Adopted by IAU,319.376599999999996,319.680700000000002,28.296199999999999,28.563600000000001,Kazakhstan,Asia,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14197,-40.4734000,28.4294000
Claritas,Claritas,1958/01/01,"Latin, meaning ""bright.""",0.000000000000000,250.000000000000000,-34.682800000000000,Albedo Feature,AL,Adopted by IAU,250.000000000000000,250.000000000000000,-34.682800000000000,-34.682800000000000,Latin,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/1229,-110.0000000,-34.6828000
Martin,Martin,2006/09/14,"James S., Jr.; American engineer (1920-2002).",61.106400000000001,290.749000000000024,-21.344799999999999,"Crater, craters",AA,Adopted by IAU,290.195600000000013,291.302399999999977,-21.861200000000000,-20.830300000000001,United States,North America,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/14198,-69.2510000,-21.3448000
Copais Palus,Copais Palus,1958/01/01,"Named for marsh north of Mt. Helicon in Boeotia, Greece.",0.000000000000000,80.000000000000000,54.681500000000000,Albedo Feature,AL,Adopted by IAU,80.000000000000000,80.000000000000000,54.681500000000000,54.681500000000000,Greek,Europe,Casius,mc06,http://planetarynames.wr.usgs.gov/Feature/1295,80.0000000,54.6815000
Mazamba,Mazamba,2006/09/14,Town in Mozambique.,52.295000000000002,290.326999999999998,-27.531900000000000,"Crater, craters",AA,Adopted by IAU,289.835100000000011,290.829999999999984,-27.973500000000001,-27.091200000000001,Mozambique,Africa,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/14199,-69.6730000,-27.5319000
Coprates,Coprates,1958/01/01,Old name for Persian River Ab-I-Diz.,0.000000000000000,295.000000000000000,-14.831700000000000,Albedo Feature,AL,Adopted by IAU,295.000000000000000,295.000000000000000,-14.831700000000000,-14.831700000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/1300,-65.0000000,-14.8317000
Nakusp,Nakusp,2006/09/14,Town in British Columbia.,7.255620000000000,324.553099999999972,24.731700000000000,"Crater, craters",AA,Adopted by IAU,324.483600000000024,324.618299999999977,24.670900000000000,24.793299999999999,Canada,North America,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14200,-35.4469000,24.7317000
Baltia,Baltia,1958/01/01,Name of large island in northern Europe where amber was found.,0.000000000000000,310.000000000000000,59.706200000000003,Albedo Feature,AL,Adopted by IAU,310.000000000000000,310.000000000000000,59.706200000000003,59.706200000000003,Latin,Europe,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/583,-50.0000000,59.7062000
Pebas,Pebas,2006/09/14,Town in Peru.,5.433360000000000,359.040200000000027,-2.596500000000000,"Crater, craters",AA,Adopted by IAU,358.994500000000016,359.086200000000019,-2.640700000000000,-2.549000000000000,Peru,South and Central America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/14202,-0.9598000,-2.5965000
Ohara,Ohara,2006/09/14,Town in Japan.,9.366280000000000,82.484600000000000,4.917600000000000,"Crater, craters",AA,Adopted by IAU,82.406700000000001,82.565299999999993,4.838700000000000,4.996700000000000,Japan,Asia,Syrtis Major,mc13,http://planetarynames.wr.usgs.gov/Feature/14201,82.4846000,4.9176000
Gehon,Gehon,1958/01/01,"Biblical second River of Paradise; bordering Eden.",0.000000000000000,360.000000000000000,14.831700000000000,Albedo Feature,AL,Adopted by IAU,360.000000000000000,360.000000000000000,14.831700000000000,14.831700000000000,Hebrew,Asia,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/2132,0.0000000,14.8317000
Sefadu,Sefadu,2006/09/14,Town in Sierra Leone.,10.840900000000000,325.025899999999979,28.738099999999999,"Crater, craters",AA,Adopted by IAU,324.920500000000004,325.129000000000019,28.647200000000002,28.829999999999998,Sierra Leone,Africa,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14204,-34.9741000,28.7381000
Runanga,Runanga,2006/09/14,Town in New Zealand.,41.363999999999997,75.959699999999998,-26.642499999999998,"Crater, craters",AA,Adopted by IAU,75.570800000000006,76.351500000000001,-26.991900000000001,-26.294000000000000,New Zealand,Oceania,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/14203,75.9597000,-26.6425000
Shardi,Shardi,2006/09/14,Town in Pakistan.,16.706600000000002,344.676899999999989,10.046500000000000,"Crater, craters",AA,Adopted by IAU,344.533799999999985,344.819999999999993,9.905600000000000,10.187500000000000,Pakistan,Asia,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/14205,-15.3231000,10.0465000
Soffen,Soffen,2006/09/14,"Gerald A.; American astrobiologist (1926-2000).",58.306500000000000,140.863000000000000,-23.727300000000000,"Crater, craters",AA,Adopted by IAU,140.328300000000013,141.402899999999988,-24.219500000000000,-23.235900000000001,United States,North America,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/14206,140.8630000,-23.7273000
Boreosyrtis,Boreosyrtis,1958/01/01,"Northern continuation of Nilosyrtis; ""Syrtis of the north.""",0.000000000000000,70.000000000000000,54.681500000000000,Albedo Feature,AL,Adopted by IAU,70.000000000000000,70.000000000000000,54.681500000000000,54.681500000000000,Latin,Europe,Casius,mc06,http://planetarynames.wr.usgs.gov/Feature/825,70.0000000,54.6815000
